_stratum,classification_method,condition_status,confidence,current_granularity,current_is_model_result,current_record_id,current_record_kind,current_relevance,current_series_id,current_source_kind,doi,duplicate_evidence_bindings,fallback_substitutions,fig_docling_index,figure_data_conditions,figure_image,first_failure_stage,ground_truth_basis,ground_truth_evidence_span,incorrect_conditions,kb_visible_conditions,manual_review_required,missing_conditions,over_broadcast_conditions,panel,paper_ground_truth_entity_kind,paper_id,pressure_in_caption,pressure_in_pressure_json,pressure_json_conditions,pressure_on_record_usable,printed_figure_number,recipe_conditions,record_id,records_conditions,resolved_conditions,responsible_code_path,root_cause_category,run_structure,sample_index,sample_or_run_id,sampling_stratum,series_label,source_caption,source_curve_n_points,source_pdf_page,supported_as_physical_experiment,underlying_case_key
condition_axis|experimental,heuristic,"{""frequency"": ""correctly_extracted_and_bound"", ""temperature"": ""correctly_extracted_and_bound"", ""pressure"": ""present_in_source_but_not_extracted""}",0.95,single,False,10.1039_d3ra05217f-8a-S7-P029,series_member_experiment,experimental,10.1039_d3ra05217f-8a-S7,vision-llm,10.1039_d3ra05217f,,species,14,"{""frequency"": ""100 kHz"", ""temperature"": ""300 °C""}",figures/fig_14.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['bias_voltage', 'frequency', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",True,pressure,,a,unknown,10.1039_d3ra05217f,False,True,"[{""type"": ""vapor_pressure"", ""value"": null, ""unit"": null, ""context"": ""apparatus_setting"", ""species"": ""Y(sBuCp)3""}]",False,8,"{""temperature"": 300.0}",10.1039_d3ra05217f-8a-S7-P029,"{""frequency"": ""100 kHz"", ""temperature"": ""300 °C""}","['bias_voltage', 'frequency', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,83,,condition_axis|experimental,,Fig. 8 (a) C -V and (b) leakage current density vs. electric /uniFB01 eld curves for the Pt/Y2O3/p-Si capacitor. The deposition temperature for the Y2O3 layer was 300 °C.,50,,uncertain,10.1039_d3ra05217f::F8::a::0
condition_axis|experimental,heuristic,"{""frequency"": ""correctly_extracted_and_bound"", ""temperature"": ""correctly_extracted_and_bound"", ""pressure"": ""present_in_source_but_not_extracted""}",0.95,single,False,10.1039_d3ra05217f-8a-S7-P034,series_member_experiment,experimental,10.1039_d3ra05217f-8a-S7,vision-llm,10.1039_d3ra05217f,,species,14,"{""frequency"": ""100 kHz"", ""temperature"": ""300 °C""}",figures/fig_14.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['bias_voltage', 'frequency', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",True,pressure,,a,unknown,10.1039_d3ra05217f,False,True,"[{""type"": ""vapor_pressure"", ""value"": null, ""unit"": null, ""context"": ""apparatus_setting"", ""species"": ""Y(sBuCp)3""}]",False,8,"{""temperature"": 300.0}",10.1039_d3ra05217f-8a-S7-P034,"{""frequency"": ""100 kHz"", ""temperature"": ""300 °C""}","['bias_voltage', 'frequency', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,84,,condition_axis|experimental,,Fig. 8 (a) C -V and (b) leakage current density vs. electric /uniFB01 eld curves for the Pt/Y2O3/p-Si capacitor. The deposition temperature for the Y2O3 layer was 300 °C.,50,,uncertain,10.1039_d3ra05217f::F8::a::0
condition_axis|experimental,heuristic,"{""frequency"": ""correctly_extracted_and_bound"", ""temperature"": ""correctly_extracted_and_bound"", ""pressure"": ""present_in_source_but_not_extracted""}",0.95,single,False,10.1039_d3ra05217f-8a-S7-P046,series_member_experiment,experimental,10.1039_d3ra05217f-8a-S7,vision-llm,10.1039_d3ra05217f,,species,14,"{""frequency"": ""100 kHz"", ""temperature"": ""300 °C""}",figures/fig_14.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['bias_voltage', 'frequency', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",True,pressure,,a,unknown,10.1039_d3ra05217f,False,True,"[{""type"": ""vapor_pressure"", ""value"": null, ""unit"": null, ""context"": ""apparatus_setting"", ""species"": ""Y(sBuCp)3""}]",False,8,"{""temperature"": 300.0}",10.1039_d3ra05217f-8a-S7-P046,"{""frequency"": ""100 kHz"", ""temperature"": ""300 °C""}","['bias_voltage', 'frequency', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,85,,condition_axis|experimental,,Fig. 8 (a) C -V and (b) leakage current density vs. electric /uniFB01 eld curves for the Pt/Y2O3/p-Si capacitor. The deposition temperature for the Y2O3 layer was 300 °C.,50,,uncertain,10.1039_d3ra05217f::F8::a::0
condition_axis|experimental,heuristic,"{""frequency"": ""correctly_extracted_and_bound"", ""temperature"": ""correctly_extracted_and_bound"", ""pressure"": ""present_in_source_but_not_extracted""}",0.95,single,False,10.1039_d3ra05217f-8a-S7-P047,series_member_experiment,experimental,10.1039_d3ra05217f-8a-S7,vision-llm,10.1039_d3ra05217f,,species,14,"{""frequency"": ""100 kHz"", ""temperature"": ""300 °C""}",figures/fig_14.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['bias_voltage', 'frequency', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",True,pressure,,a,unknown,10.1039_d3ra05217f,False,True,"[{""type"": ""vapor_pressure"", ""value"": null, ""unit"": null, ""context"": ""apparatus_setting"", ""species"": ""Y(sBuCp)3""}]",False,8,"{""temperature"": 300.0}",10.1039_d3ra05217f-8a-S7-P047,"{""frequency"": ""100 kHz"", ""temperature"": ""300 °C""}","['bias_voltage', 'frequency', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,86,,condition_axis|experimental,,Fig. 8 (a) C -V and (b) leakage current density vs. electric /uniFB01 eld curves for the Pt/Y2O3/p-Si capacitor. The deposition temperature for the Y2O3 layer was 300 °C.,50,,uncertain,10.1039_d3ra05217f::F8::a::0
unresolved_experiment_record|experimental,heuristic,"{""temperature"": ""correctly_extracted_and_bound"", ""legend:1s"": ""bound_with_wrong_quantity"", ""pressure"": ""present_in_source_but_not_extracted""}",0.7,unresolved,False,10.1039_d3ra05217f-F6b-14,unresolved_experiment_record,experimental,,vision-llm,10.1039_d3ra05217f,,species,11,"{""temperature"": ""250 °C""}",figures/fig_11.png,05_figure_extract (legend value not structured),record kind unresolved_experiment_record not classifiable from local evidence,,,"['molecular_mass', 'precursor_molecular_diameter', 'temperature']",True,pressure,,b,unknown,10.1039_d3ra05217f,False,True,"[{""type"": ""vapor_pressure"", ""value"": null, ""unit"": null, ""context"": ""apparatus_setting"", ""species"": ""Y(sBuCp)3""}]",False,6,"{""temperature"": 250.0}",10.1039_d3ra05217f-F6b-14,"{""temperature"": ""250 °C""}","['molecular_mass', 'precursor_molecular_diameter', 'temperature']",03_corpus/scripts/05_figure_extract.py::VISION_SCHEMA (series_axis/conditions),A,,87,,unresolved_experiment_record|experimental,element: C1s,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.",12,,uncertain,10.1039_d3ra05217f::F6::b::C1s
unresolved_experiment_record|experimental,heuristic,"{""legend:3 nm"": ""bound_with_wrong_quantity""}",0.7,unresolved,False,10.1063_1.4867469-F1c-1,unresolved_experiment_record,experimental,,vision-llm,10.1063_1.4867469,,species,6,{},figures/fig_6.png,canonical.axis_semantics (axis role unresolved),record kind unresolved_experiment_record not classifiable from local evidence,,,"['molecular_mass', 'precursor_molecular_diameter', 'temperature']",True,,,c,unknown,10.1063_1.4867469,False,False,[],False,1,"{""temperature"": 225}",10.1063_1.4867469-F1c-1,{},"['molecular_mass', 'precursor_molecular_diameter', 'temperature']",02_extraction/canonical/axis_semantics.py::resolve_x_axis,C,,88,,unresolved_experiment_record|experimental,sample condition: 3 nm BTO as-deposited,"FIG. 1. (a) and (b) are RHEED patterns of a 7 nm BTO film on four-unitcell STO-buffered Si(001) as-deposited and after 5 min vacuum anneal at 600 /C14 C, respectively. Both images are taken along h 110 i direction of STO. (c) Si 2 p XP spectra of a typical four-unit-cell STO-buffered Si(001) film (red), a 3 nm ALD BTO film on four-unit-cell STO-buffered Si(001) asdeposited (blue), and the 3 nm BTO",30,,uncertain,10.1063_1.4867469::F1::c::3 nm BTO as-deposited
unresolved_experiment_record|experimental,heuristic,"{""film_thickness"": ""correctly_extracted_and_bound""}",0.7,unresolved,False,10.1063_1.4867469-F2a-3,unresolved_experiment_record,experimental,,vision-llm,10.1063_1.4867469,,species,7,"{""film_thickness"": ""20 nm""}",figures/fig_7.png,canonical.axis_semantics (axis role unresolved),record kind unresolved_experiment_record not classifiable from local evidence,,,"['film_thickness', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",True,,,a,unknown,10.1063_1.4867469,False,False,[],False,2,"{""temperature"": 225}",10.1063_1.4867469-F2a-3,"{""film_thickness"": ""20 nm""}","['film_thickness', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",02_extraction/canonical/axis_semantics.py::resolve_x_axis,C,,89,,unresolved_experiment_record|experimental,series: BTO/STO/Si,FIG. 2. (a) XRD and (b) 2D-XRD patterns of an as-deposited 20 nm ALD BTO film on four-unit-cell MBE STO on Si(001). The lattice constants of the BTO film calculated from XRD are a ¼ 3.93 A ˚ and c ¼ 4.02 6 0.01 A ˚ demonstrating tetragonal structure of the as-deposited BTO film.,46,,uncertain,10.1063_1.4867469::F2::a::BTO/STO/Si
condition_axis|model,metadata_inferred,"{""temperature"": ""correctly_extracted_and_bound"", ""pressure"": ""correctly_extracted_and_bound"", ""sticking_probability"": ""incorrectly_broadcast"", ""precursor_molecular_diameter"": ""incorrectly_broadcast""}",0.9,single,True,10.1063_1.5028178-5a-S0-P007,series_member_experiment,model,10.1063_1.5028178-5a-S0,vision-llm,10.1063_1.5028178,,geometry;species,13,"{""temperature"": ""500 K"", ""pressure"": ""100 Pa""}",figures/fig_13.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,,,"['adsorption_equilibrium_constant', 'aspect_ratio', 'chamber_total_pressure', 'feature_height', 'feature_length', 'feature_width', 'generic_pressure', 'molecular_mass', 'pulse_time', 'site_density', 'temperature']",False,,"sticking_probability@paper:[0.00572, 0.01, 0.1];precursor_molecular_diameter@paper:[0.265, 0.591]",a,simulation_run_or_profile,10.1063_1.5028178,True,True,"[{""type"": ""chamber_total_pressure"", ""value"": 300.0, ""unit"": ""Pa"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 147.0, ""unit"": ""Pa"", ""context"": ""measured_response"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 25.7, ""unit"": ""Pa"", ""context"": ""measured_response"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 100.0, ""unit"": ""Pa"", ""context"": ""model_definition"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 300.0, ""unit"": ""Pa"", ""context"": ""model_definition"", ""species"": null}]",True,5,"{""temperature"": 226.85000000000002}",10.1063_1.5028178-5a-S0-P007,"{""temperature"": ""500 K"", ""pressure"": ""100 Pa""}","['adsorption_equilibrium_constant', 'aspect_ratio', 'chamber_total_pressure', 'feature_height', 'feature_length', 'feature_width', 'generic_pressure', 'molecular_mass', 'precursor_molecular_diameter', 'pulse_time', 'site_density', 'sticking_probability', 'temperature']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,90,,condition_axis|model,model: Gordon model,"FIG. 5. Comparison of the penetration depth given by different models in one reactant pulse. Circles represent the fully numerical solution, the solid line the analytical approximate solution and the dashed line the Gordon model. Parameter values used: H ¼ 0.5 l m , W ¼ 0.1 mm, p A0 ¼ 100Pa, M A ¼ 0.0749 kg/mol, d A ¼ 591pm, M B ¼ 0.028 kg/mol, d B ¼ 374pm, p B ¼ 300 Pa, q ¼ 5 /C2 10 18 m /C0 2 , ",25,,no,10.1063_1.5028178::F5::a::Gordon model
condition_axis|model,metadata_inferred,"{""temperature"": ""correctly_extracted_and_bound"", ""pressure"": ""correctly_extracted_and_bound"", ""sticking_probability"": ""incorrectly_broadcast"", ""precursor_molecular_diameter"": ""incorrectly_broadcast""}",0.9,single,True,10.1063_1.5028178-5a-S1-P019,series_member_experiment,model,10.1063_1.5028178-5a-S1,vision-llm,10.1063_1.5028178,,geometry;species,13,"{""temperature"": ""500 K"", ""pressure"": ""100 Pa""}",figures/fig_13.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,,,"['adsorption_equilibrium_constant', 'aspect_ratio', 'chamber_total_pressure', 'feature_height', 'feature_length', 'feature_width', 'generic_pressure', 'molecular_mass', 'pulse_time', 'site_density', 'temperature']",False,,"sticking_probability@paper:[0.00572, 0.01, 0.1];precursor_molecular_diameter@paper:[0.265, 0.591]",a,simulation_run_or_profile,10.1063_1.5028178,True,True,"[{""type"": ""chamber_total_pressure"", ""value"": 300.0, ""unit"": ""Pa"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 147.0, ""unit"": ""Pa"", ""context"": ""measured_response"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 25.7, ""unit"": ""Pa"", ""context"": ""measured_response"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 100.0, ""unit"": ""Pa"", ""context"": ""model_definition"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 300.0, ""unit"": ""Pa"", ""context"": ""model_definition"", ""species"": null}]",True,5,"{""temperature"": 226.85000000000002}",10.1063_1.5028178-5a-S1-P019,"{""temperature"": ""500 K"", ""pressure"": ""100 Pa""}","['adsorption_equilibrium_constant', 'aspect_ratio', 'chamber_total_pressure', 'feature_height', 'feature_length', 'feature_width', 'generic_pressure', 'molecular_mass', 'precursor_molecular_diameter', 'pulse_time', 'site_density', 'sticking_probability', 'temperature']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,91,,condition_axis|model,model: Approximation,"FIG. 5. Comparison of the penetration depth given by different models in one reactant pulse. Circles represent the fully numerical solution, the solid line the analytical approximate solution and the dashed line the Gordon model. Parameter values used: H ¼ 0.5 l m , W ¼ 0.1 mm, p A0 ¼ 100Pa, M A ¼ 0.0749 kg/mol, d A ¼ 591pm, M B ¼ 0.028 kg/mol, d B ¼ 374pm, p B ¼ 300 Pa, q ¼ 5 /C2 10 18 m /C0 2 , ",23,,no,10.1063_1.5028178::F5::a::Approximation
coordinate_axis|model,caption_inferred,"{""cycle_number"": ""correctly_extracted_and_bound"", ""pulse_time"": ""correctly_extracted_and_bound"", ""temperature"": ""correctly_extracted_and_bound"", ""legend:0.2 µm"": ""bound_with_wrong_quantity"", ""pressure"": ""correctly_extracted_and_bound"", ""sticking_probability"": ""incorrectly_broadcast"", ""precursor_molecular_diameter"": ""incorrectly_broadcast""}",0.9,profile,True,10.1063_1.5028178-F4a-11,profile_experiment,model,,vision-llm,10.1063_1.5028178,,geometry;species,12,"{""cycle_number"": 1000, ""pulse_time"": ""0.1 s"", ""temperature"": ""500 K""}",figures/fig_12.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,"calculated by the approximate model when the original channel heights are H ¼ 2,",,"['adsorption_equilibrium_constant', 'aspect_ratio', 'chamber_total_pressure', 'cycle_number', 'feature_height', 'feature_length', 'feature_width', 'molecular_mass', 'pulse_time', 'site_density', 'temperature']",False,,"sticking_probability@paper:[0.00572, 0.01, 0.1];precursor_molecular_diameter@paper:[0.265, 0.591]",a,simulation_run_or_profile,10.1063_1.5028178,True,True,"[{""type"": ""chamber_total_pressure"", ""value"": 300.0, ""unit"": ""Pa"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 147.0, ""unit"": ""Pa"", ""context"": ""measured_response"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 25.7, ""unit"": ""Pa"", ""context"": ""measured_response"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 100.0, ""unit"": ""Pa"", ""context"": ""model_definition"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 300.0, ""unit"": ""Pa"", ""context"": ""model_definition"", ""species"": null}]",True,4,"{""temperature"": 226.85000000000002, ""ncycles"": 1000.0}",10.1063_1.5028178-F4a-11,"{""cycle_number"": 1000, ""pulse_time"": ""0.1 s"", ""temperature"": ""500 K""}","['adsorption_equilibrium_constant', 'aspect_ratio', 'chamber_total_pressure', 'cycle_number', 'feature_height', 'feature_length', 'feature_width', 'molecular_mass', 'precursor_molecular_diameter', 'pulse_time', 'site_density', 'sticking_probability', 'temperature']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,92,,coordinate_axis|model,channel height: 0.2 µm,"FIG. 4. Film thickness profiles after 1000 cycles calculated by the approximate model when the original channel heights are H ¼ 2, 1, 0.5, or 0.2 l m. Reactant pulse length t p ¼ 0.1 s. In the last case, the channel entrance is completely plugged up. Parameter values used: H ¼ 0.5 l m , W ¼ 0.1 mm, p A0 ¼ 100Pa, M A ¼ 0.0749 kg/mol, d A ¼ 591pm, M B ¼ 0.028 kg/mol, d B ¼ 374pm, p B ¼ 300Pa, q ¼ 5 ",13,,no,10.1063_1.5028178::F4::a::0.2 µm
coordinate_axis|model,caption_inferred,"{""cycle_number"": ""correctly_extracted_and_bound"", ""pulse_time"": ""correctly_extracted_and_bound"", ""temperature"": ""correctly_extracted_and_bound"", ""legend:2 µm"": ""bound_with_wrong_quantity"", ""pressure"": ""correctly_extracted_and_bound"", ""sticking_probability"": ""incorrectly_broadcast"", ""precursor_molecular_diameter"": ""incorrectly_broadcast""}",0.9,profile,True,10.1063_1.5028178-F4a-8,profile_experiment,model,,vision-llm,10.1063_1.5028178,,geometry;species,12,"{""cycle_number"": 1000, ""pulse_time"": ""0.1 s"", ""temperature"": ""500 K""}",figures/fig_12.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,"calculated by the approximate model when the original channel heights are H ¼ 2,",,"['adsorption_equilibrium_constant', 'aspect_ratio', 'chamber_total_pressure', 'cycle_number', 'feature_height', 'feature_length', 'feature_width', 'molecular_mass', 'pulse_time', 'site_density', 'temperature']",False,,"sticking_probability@paper:[0.00572, 0.01, 0.1];precursor_molecular_diameter@paper:[0.265, 0.591]",a,simulation_run_or_profile,10.1063_1.5028178,True,True,"[{""type"": ""chamber_total_pressure"", ""value"": 300.0, ""unit"": ""Pa"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 147.0, ""unit"": ""Pa"", ""context"": ""measured_response"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 25.7, ""unit"": ""Pa"", ""context"": ""measured_response"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 100.0, ""unit"": ""Pa"", ""context"": ""model_definition"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 300.0, ""unit"": ""Pa"", ""context"": ""model_definition"", ""species"": null}]",True,4,"{""temperature"": 226.85000000000002, ""ncycles"": 1000.0}",10.1063_1.5028178-F4a-8,"{""cycle_number"": 1000, ""pulse_time"": ""0.1 s"", ""temperature"": ""500 K""}","['adsorption_equilibrium_constant', 'aspect_ratio', 'chamber_total_pressure', 'cycle_number', 'feature_height', 'feature_length', 'feature_width', 'molecular_mass', 'precursor_molecular_diameter', 'pulse_time', 'site_density', 'sticking_probability', 'temperature']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,93,,coordinate_axis|model,channel height: H= 2 µm,"FIG. 4. Film thickness profiles after 1000 cycles calculated by the approximate model when the original channel heights are H ¼ 2, 1, 0.5, or 0.2 l m. Reactant pulse length t p ¼ 0.1 s. In the last case, the channel entrance is completely plugged up. Parameter values used: H ¼ 0.5 l m , W ¼ 0.1 mm, p A0 ¼ 100Pa, M A ¼ 0.0749 kg/mol, d A ¼ 591pm, M B ¼ 0.028 kg/mol, d B ¼ 374pm, p B ¼ 300Pa, q ¼ 5 ",25,,no,10.1063_1.5028178::F4::a::H= 2 µm
coordinate_axis|model,metadata_inferred,"{""exposure_time"": ""structured_but_not_bound"", ""pressure"": ""correctly_extracted_and_bound""}",0.9,profile,True,10.1116_1.4892385-F2a-1,profile_experiment,model,,vision-llm,10.1116_1.4892385,pulse_time=10 x3,geometry;species,8,"{""exposure_time"": ""10 s""}",figures/fig_8.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,,,"['chamber_total_pressure', 'cycle_number', 'feature_width', 'molecular_mass', 'porosity', 'precursor_molecular_diameter', 'pulse_time', 'reaction_probability', 'site_density', 'temperature', 'tortuosity', 'vapor_pressure']",False,exposure_time=10 s(panel),,a,simulation_run_or_profile,10.1116_1.4892385,False,True,"[{""type"": ""chamber_total_pressure"", ""value"": 80, ""unit"": ""Pa"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""vapor_pressure"", ""value"": 1.2, ""unit"": ""Pa"", ""context"": ""apparatus_setting"", ""species"": ""TEMAZ""}]",True,2,"{""temperature"": 200, ""ncycles"": 1135, ""carrier_gas"": {""species"": ""Argon""}}",10.1116_1.4892385-F2a-1,"{""exposure_time"": ""10 s""}","['chamber_total_pressure', 'cycle_number', 'feature_width', 'molecular_mass', 'porosity', 'precursor_molecular_diameter', 'pulse_time', 'reaction_probability', 'site_density', 'temperature', 'tortuosity', 'vapor_pressure']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,94,,coordinate_axis|model,precursor density: 4·10^22 m^-3,"FIG. 2. (Color online) Surface coverage 1 /C0 H ( t , z ) for different precursor densities (here TEMAZ) n P ( t , z ¼ 0) and a fixed reaction probability b 0 ¼ 2 /C2 10 /C0 4 (a). Surface coverage 1 /C0 H ( t , z ) for different reaction probabilities b 0 and a fixed precursor density of n P ( t , z ¼ 0) ¼ 4 /C2 10 22 m /C0 3 (b). The exposure time is set to t ¼ 10 s.",21,,no,10.1116_1.4892385::F2::a::4·10^22 m^-3
coordinate_axis|experimental,metadata_inferred,"{""cycle_number"": ""correctly_extracted_and_bound"", ""pulse_time"": ""correctly_extracted_and_bound"", ""pressure"": ""correctly_extracted_and_bound""}",0.6,profile,False,10.1116_1.4892385-F5a-4,profile_experiment,experimental,,vision-llm,10.1116_1.4892385,pulse_time=10 x3,geometry;species,12,"{""cycle_number"": 1135, ""pulse_time"": ""10 s""}",figures/fig_12.png,none_detected,"spatial profile of one coated structure, kept as one record",,,"['chamber_total_pressure', 'cycle_number', 'feature_width', 'molecular_mass', 'porosity', 'precursor_molecular_diameter', 'pulse_time', 'reaction_probability', 'site_density', 'temperature', 'tortuosity', 'vapor_pressure']",False,,,a,experimental_profile,10.1116_1.4892385,True,True,"[{""type"": ""chamber_total_pressure"", ""value"": 80, ""unit"": ""Pa"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""vapor_pressure"", ""value"": 1.2, ""unit"": ""Pa"", ""context"": ""apparatus_setting"", ""species"": ""TEMAZ""}]",True,5,"{""temperature"": 200, ""ncycles"": 1135, ""carrier_gas"": {""species"": ""Argon""}}",10.1116_1.4892385-F5a-4,"{""cycle_number"": 1135, ""pulse_time"": ""10 s""}","['chamber_total_pressure', 'cycle_number', 'feature_width', 'molecular_mass', 'porosity', 'precursor_molecular_diameter', 'pulse_time', 'reaction_probability', 'site_density', 'temperature', 'tortuosity', 'vapor_pressure']",,,one_continuous_run,95,,coordinate_axis|experimental,"precursor density: calculated coating profile for n_P(t,z=0) = 1.0 · 10²⁰ m⁻³ and β₀ = 2 · 10⁻⁴","FIG. 5. (Color online) Measured (crosses) and calculated (solid and dashed line) ZrO2 thicknesses for a precursor exposure time of t ¼ 10s and 1135 cycles. To calculate the coating profiles, a measured GPC of 0.93 A ˚ /cycle and a fitted reaction probability of b 0 ¼ 2 /C2 10 /C0 4 is used. The solid line corresponds to a precursor density of n P ( t , z ¼ 0) ¼ 2.9 /C2 10 20 m /C0 3 [TEMAZ vapor p",51,,yes,"10.1116_1.4892385::F5::a::calculated coating profile for n_P(t,z=0) = 1.0 · 10²⁰ m⁻³ and β₀ = 2 · 10⁻⁴"
condition_axis|experimental,caption_inferred,{},0.6,single,False,10.1116_1.4938104-12b-S4-P009,series_member_experiment,experimental,10.1116_1.4938104-12b-S4,vision-llm,10.1116_1.4938104,,species,22,{},figures/fig_22.png,none_detected,kinetic trace of a single specimen,photocatalytic material,,"['exposure', 'molecular_mass', 'precursor_molecular_diameter']",False,,,b,measurement,10.1116_1.4938104,False,False,[],False,12,{},10.1116_1.4938104-12b-S4-P009,{},"['exposure', 'molecular_mass', 'precursor_molecular_diameter']",,,one_continuous_run,96,,condition_axis|experimental,material: paper,"FIG. 12. (Color online) (a) SEM image of ALD TiO2 on cellulose fibers shows a rough, high-surface area photocatalytic material. (b) Iridium doped TiO2 on cellulose fibers increases the photocatalytic degradation of methylene blue. Reprinted with permission from Kemell et al ., Chem. Vap. Deposition 12 , 419 (2006). Copyright 2006, John Wiley and Sons. (c) Photocatalytic nylon 6, 6-ZnO core-shell n",10,,no,10.1116_1.4938104::F12::b::paper
condition_axis|experimental,caption_inferred,{},0.6,single,False,10.1116_1.4938104-12b-S7-P000,series_member_experiment,experimental,10.1116_1.4938104-12b-S7,vision-llm,10.1116_1.4938104,,species,22,{},figures/fig_22.png,none_detected,kinetic trace of a single specimen,photocatalytic material,,"['exposure', 'molecular_mass', 'precursor_molecular_diameter']",False,,,b,measurement,10.1116_1.4938104,False,False,[],False,12,{},10.1116_1.4938104-12b-S7-P000,{},"['exposure', 'molecular_mass', 'precursor_molecular_diameter']",,,one_continuous_run,97,,condition_axis|experimental,material: Ir/TiO2/cellulose,"FIG. 12. (Color online) (a) SEM image of ALD TiO2 on cellulose fibers shows a rough, high-surface area photocatalytic material. (b) Iridium doped TiO2 on cellulose fibers increases the photocatalytic degradation of methylene blue. Reprinted with permission from Kemell et al ., Chem. Vap. Deposition 12 , 419 (2006). Copyright 2006, John Wiley and Sons. (c) Photocatalytic nylon 6, 6-ZnO core-shell n",11,,no,10.1116_1.4938104::F12::b::Ir/TiO2/cellulose
condition_axis|experimental,heuristic,"{""legend:60 °C"": ""bound_with_wrong_quantity""}",0.6,single,False,10.1116_1.4938104-4d-S1-P000,series_member_experiment,experimental,10.1116_1.4938104-4d-S1,vision-llm,10.1116_1.4938104,,species,9,{},figures/fig_9.png,none_detected,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['cycle_number', 'molecular_mass', 'precursor_molecular_diameter']",True,,,d,unknown,10.1116_1.4938104,False,False,[],False,4,"{""ncycles"": 1.0}",10.1116_1.4938104-4d-S1-P000,{},"['cycle_number', 'molecular_mass', 'precursor_molecular_diameter']",,,undetermined,98,,condition_axis|experimental,"substrate and ALD temperature: Cotton Fibers, 60 °C","FIG. 4. (Color online) a) Flow-over and flow-through configurations for ALD on fibers. (b) A cross-sectional TEM image of a cotton fiber showing uniform Al2O3 ALD on the complex bean shape. Reprinted with permission from Hyde et al ., Langmuir 26 , 2550 (2010). Copyright 2010, American Chemical Society. (c) Water droplet on hydrophobic cotton after a few ALD cycles. (d) Water contact angle on cott",5,,uncertain,"10.1116_1.4938104::F4::d::Cotton Fibers, 60 °C"
